Unnamed: 0,Recipe Name,Ingredients,Calories,Sugar (g),Total Fat (g),Saturated Fat (g),Cuisine,diabetic_friendly,non_diabetic_friendly
10,Masor Tenga (Assamese Fish Curry),"1. 4-5 pieces of Rohu Fish, 2. 3 tbsp. mustard oil, 3. 1/2 tsp. fenugreek seeds, 4. 1 onion, chopped, 5. 1 tsp. ginger-garlic paste, 6. 2 tomatoes, pureed, 7. salt to taste, 8. 1/2 tsp. turmeric powder, 9. 2 green chilies, slit, 10. 1 tsp. lime juice, 11. 1 tbsp. coriander leaves, chopped",1030.0563333339414,63.16803333337572,35.1656433333342,5.315296666666849,Assamese,False,False
11,Koldilere Rondha Paro Manxo (Assamese Pigeon with Banana Flower),"2 tsp. cumin seeds, 2 tsp. fennel seeds, 1 1⁄2 tsp. black peppercorns, 8 cloves garlic, peeled, 1 (2″) piece ginger, peeled and thinly sliced, Kosher salt, to taste, 1 large banana flower, 1⁄3 cup mustard oil, 6 green cardamom pods, 5 whole cloves, 2 Indian or regular bay leaves, 1 stick cinnamon, halved, 1 small red onion, minced, 1 1⁄2 lb. pigeon, cut into 2″ pieces, or chicken wings, halved at the joint, wing tips discarded, 1 tsp. ground turmeric, 1 tsp. sugar, 5 small green Thai chiles or 3 serranos, sliced, 2 tbsp. ghee, melted",4252.171973383333,9.880660000000002,190.60507170666665,48.82774318033333,Assamese,True,True
12,Goan Chorizo Butty,"1 tablespoon vegetable oil, 1 medium onion, chopped, Kosher salt, 1 Goan chorizo, sliced into 3/4-inch pieces, 4 thick slices bread, Handful rocket leaves (arugula)",663.825,11.36205,34.441300000000005,6.92827,Goan,False,True
13,Goan Fish Curry Recipe,"7 Kashmiri chilies, 1/2 medium coconut scraped, 1 tablespoon coriander seeds, 1/2 tablespoon cumin seeds, 1/2 teaspoon turmeric powder, 10 medium cloves of garlic, 1/2 inch piece of ginger, 2 tablespoons vegetable oil, 8 curry leaves, 2 slit green chillies, 1 small onion slivered, 2 cups water, Salt, 1/2 inch thick fillets of any firm white-fleshed fish (like kingfish)",1170.268,22.103110000000004,97.73586000000002,61.35531800000001,Goan,False,False
14,Goan Avocado Salad,"4 ripe avocados, peeled, pitted, and cut into 1⁄2″ pieces, 1 small red onion, peeled and finely chopped, 1 plum tomato, cored and chopped, 3 tbsp. finely sliced cilantro leaves, 3 tbsp. fresh lime juice, 2 tsp. extra-virgin olive oil, 1-2 tsp. ground cumin, 1⁄2 tsp. sugar, 1⁄8 tsp. cayenne, Fine sea salt and freshly ground black pepper, Fine sea salt and freshly ground black pepper",1445.5425527497866,12.920923759986344,128.2690832149991,18.515607447499896,Goan,False,True
15,Goan mussels,"1kg fresh mussel, sunflower oil , for frying, 1 onion , chopped, thumb-sized piece ginger , grated, 4 garlic cloves , crushed, 2 green chillies , chopped, 1 tsp black mustard seed, ½ tsp ground turmeric, 2 tsp ground cumin, 2 tsp ground coriander, 400ml coconut milk, coriander sprigs, to serve, lime wedges, to serve",4038.156934097293,10.98757847522048,359.67440610876184,109.51478575705936,Goan,False,True
16,Goan Curried Clams,"1 medium onion, 2 pounds small hard-shelled clams such as littlenecks (less than 2 inches in diameter; about 36), 1 1/2 tablespoons vegetable oil, 1 tablespoon grated peeled fresh gingerroot, 2 teaspoons paprika, 1 teaspoon ground coriander seeds, 1/2 teaspoon ground cumin, 1/4 teaspoon cayenne, 1/2 teaspoon coarse salt, or to taste, 1/2 cup Laxmi's fresh coconut milk or canned unsweetened coconut milk, 1 tablespoon fresh lime or lemon juice, 2 tablespoons chopped fresh cilantro leaves, grated fresh coconut or unsweetened desiccated coconut, grated fresh coconut or unsweetened desiccated coconut",1318.138376399855,9.719474999991483,59.69677350399844,28.595395463799687,Goan,True,True
17,Goan Beef and Chili Stir Fry,"2 lbs cubed beef (stew beef pieces preferably), 4 medium sized potatoes, 2 large red onions, 2 cloves of garlic, 1 teaspoon grated ginger root, 1 teaspoon garam masala, 4 medium sized green chilies, salt and pepper to taste, salt and pepper to taste, 4 tablespoons vegetable oil",2555.3144500922003,29.024657627008,101.497933281572,22.229348359658005,Goan,False,False
18,Goan Prawn Masala,"Coriander powder 1 ½ r tsp, Turmeric Powder ½ tsp, cumin 1 ¼ tsp, Mustard 1 tsp, Chili powder 1 ½ tsp, Cinnamon 1 ‘’, Ginger 1’’, Garlic 1 pod, Pepper 1 tsp, Onion 1, Cloves 5, Cardamom 5, Prawns 1 pound cleaned, Sliced Onion 1/2 cup, Sliced Green Chili 1, Cooking oil 3 tbsp, Vinegar and salt to taste, Vinegar and salt to taste",855.2818549756,10.837474192687004,49.140857919214,4.6845822540794,Goan,False,True
19,Simple Goan chicken curry,"4 large skinless chicken breasts, cut into chunks, 3 tbsp vegetable oil, 1 tsp yellow or brown mustard seeds, 1 large onion, sliced, 3 garlic cloves, finely sliced, 1x400ml can coconut milk, Salt, 1 tsp paprika, ½ tsp ground turmeric, 1½ tbsp ground coriander, 1 tsp ground cumin, 1 tsp cayenne pepper, 1 tbsp lemon juice, ½ tsp salt, 75ml/2¾fl oz water",2972.107499999943,7.487799999993504,171.3064999999994,90.83874999999992,Goan,True,True
20,Goan Shrimp Curry,"3 dried red chiles, 1/4 cup dried unsweetened coconut flakes, 1 1/2 teaspoons coriander seeds, 1 teaspoon cumin seeds, One 1-inch piece of fresh ginger, peeled and chopped, 4 garlic cloves, chopped, 1 teaspoon tamarind concentrate (see Note) or 1 tablespoon fresh lemon juice, 1 tablespoon vegetable oil, 1 small onion, cut into 1/4-inch dice, 2 jalapeños, halved lengthwise, 1 pound shelled and deveined medium shrimp, 1 tablespoon malt or cider vinegar, Salt",740.5918478333901,6.909925000006497,31.413921087000617,13.69411662703344,Goan,True,True
21,Goan-style vegetable curry with kitchari,"225g brown basmati rice, 1 tsp olive oil, 1 tsp ground coriander, 390g can green lentils , drained",2243.694,9.402,16.1544,2.56917,Goan,True,True
22,Dinner Tonight: Mussels in Goan Sauce (Thisri),"3 tablespoons peanut oil, 1 large onion, finely chopped (about 1 1/2 cups), 1 tablespoon fresh ginger, peeled and grated, 7 garlic cloves, finely minced, 1 teaspoon cayenne pepper, 1 tablespoon paprika, 1/2 teaspoon ground turmeric, 1 tablespoon ground cumin, 1 teaspoon ground coriander, 2 teaspoons tamarind paste (or 2 teaspoons lemon juice), 1/2 teaspoon salt, 14-ounce can coconut milk, well shaken, 2 pounds mussels, cleaned, beards removed",2123.8493908542,13.085150000011271,148.69936613475048,86.20323000041667,Goan,False,True
23,Goan Fish Curry,"2 lb. boneless, skinless cod fillet, cut into 1-inch pieces, 3 Tbsp. fresh lemon juice, Kosher salt, 3 Tbsp. vegetable oil, 1 large yellow onion, finely chopped, 3 cloves garlic, mashed into a paste, 1 (2-inch) piece ginger, mashed into a paste, 1 1⁄2 tsp. ground coriander, 1 tsp. ground cumin, 1⁄2 tsp. chile powder, 1⁄2 tsp. ground turmeric, 3 Tbsp. white wine vinegar, 2 small green chiles, thinly sliced, 1 (13.5-ounce) can coconut milk, fresh cilantro, to garnish, cooked basmati or long grain rice, for serving, cooked basmati or long grain rice, for serving",2064.004011904234,12.425080787270756,131.76694967564936,76.60398836746025,Goan,False,True
24,Goan-Style Dal Curry,"1 cup masoor dal (red lentils), washed and drained, 1/2 teaspoon turmeric, 2 medium tomatoes, peeled and chopped, 1 1/2 teaspoons salt, 1 3/4 ounces cilantro (1 packed cup), chopped, 1/2-3/4 teaspoons cayenne pepper, 2 tablespoons olive or canola oil, 1/2 teaspoon whole brown mustard seeds, 1/2 teaspoon whole cumin seeds, 1/2 medium onion, chopped, 10-15 fresh curry leaves (if available), 1 teaspoon very finely grated peeled fresh ginger, 1 good-sized clove garlic, crushed to a pulp",1024.765,13.158150000000004,31.535675000000005,2.557775,Goan,False,True
25,Goan Chicken Curry,"1/2 cup tamarind pulp with seeds (4 ounces), 1 cup boiling water, 10 black peppercorns, 6 dried red chiles, such as Kashmiri or New Mexico, seeded, 1 tablespoon coriander seeds, 1 teaspoon cumin seeds, One 1 1/2-inch piece of cinnamon stick, 2 tablespoons vegetable oil, One 3 1/2-pound chicken, cut into 8 pieces, Salt and freshly ground pepper, Salt and freshly ground pepper, 1 large onion, minced, 5 garlic cloves, minced, 1 1/2 tablespoons finely grated fresh ginger, 1 teaspoon turmeric, 2 green fresh hot chiles, such as jalapeños, seeded and minced, 3 cups water, 1 cup unsweetened coconut milk",3477.713104827387,53.36780042440381,242.49893564523143,91.92474757087356,Goan,False,False
26,Goan Spiced Aubergines,"2 medium aubergines (eggplants), washed and cut into 1/4-inch rounds, Kosher salt, as needed, 6 tablespoons gram flour (chickpea flour), 3 teaspoons rice flour, 1/2 teaspoon red chile powder, 2 teaspoons ground cumin, 2 teaspoons ground coriander, 1 teaspoons dried mango powder*, 6 ounces cold water, 1 tablespoon vegetable oil, plus more for frying, divided, 15 fresh curry leaves, to garnish, optional**",609.4849999996806,43.089152499961486,20.20548749996876,1.6979349999980515,Goan,False,False
27,Goan Coconut Cake (Baath),"4 cups semolina, 1 tsp. baking powder, 1⁄4 tsp. fine sea salt, 2 1⁄2 cups superfine sugar, 1⁄4 cup coconut oil, 8 tbsp. unsalted butter, softened, plus more for greasing, 4 eggs, 1 (13 1/2-oz.) can coconut milk, 1⁄4 cup cream of coconut, 1 1⁄2 tsp. rosewater, 1 cup unsweetened shredded coconut",7390.493567509375,524.1020599999998,317.9163537459375,241.1399082534375,Goan,False,False
28,Slow cooker Goan pulled pork,"2 tbsp olive oil, 1 large onion , halved and sliced, 1 garlic bulb , cloves peeled, thumb-sized piece ginger , shredded into very thin matchsticks, 1 tbsp ground cumin, 2 tbsp smoked paprika, 2 tbsp ground coriander, ½-1 tsp cayenne pepper (depending on how hot you like it), 225ml cider vinegar, 2kg boneless pork leg or shoulder",3875.620561249863,10.289007370904448,199.4787365450773,59.66085089153427,Goan,False,True
29,Pork Sorpotel (Goan Pork Offal Stew) Recipe,"1 pound pork shoulder, 1 pound pork liver, 1/2 pound pork heart/kidney/tongue (any offal of your choice or all—totally optional), 1 teaspoon turmeric powder (divided), Kosher salt, 2 tablespoons vegetable oil, 10 cloves garlic chopped fine (about 3 tablespoons, divided), 1 inch piece ginger chopped fine (divided), 4 green chilies slit lengthwise (divided), 2 bay leaves, 1/4 cup pork blood, 10 peppercorns, 10 dry red chilies (reduce according to your spice tolerance), 2 inch piece cinnamon, 3 cloves, 1 teaspoon cumin seeds (or 2 teaspoons cumin powder), 1/4 cup coconut vinegar or any other vinegar (divided)",2804.35425966525,33.856719953760006,162.58061842946506,47.3002838075725,Goan,False,False
30,"Goan prawn, potato & coconut curry","125g coconut oil, 2 onions , chopped, 5 dried red chillies (Scotch bonnet work well), thumb-sized piece ginger , grated, 4 garlic cloves , grated, 6 dried curry leaves, ½ tsp mustard seeds, 30g tomato purée, ½ tsp hot chilli powder, ½ tsp turmeric, 2 x 400g cans coconut milk, 300g cauliflower (1/2 small one), broken into small florets, 1 large potato , peeled and chopped into 2cm chunks, 600g raw peeled prawns",3756.3602,33.987188,303.8820275,256.78320907,Goan,False,False
31,Goan Pork Vindaloo Curry,"2 lb. boneless pork shoulder, cut into 2″ pieces, 1⁄3 cup white wine vinegar, 1 (2″) piece of ginger, peeled and thinly sliced, 1 tsp. cumin seeds, 1 tsp. poppy seeds, 10 whole black peppercorns, 6 chiles de árbol, stemmed, 4 whole cloves, 1 tbsp. tamarind paste, 1⁄2 tsp. ground turmeric, 8 cloves garlic, 4 peeled, 4 roughly chopped, 3 small red Thai chiles or 2 red jalapeños, stemmed, 1⁄3 cup canola oil, 1 tsp. black mustard seeds, 1 stick cinnamon, halved, 2 small green Thai chiles or 1 serrano, halved, 1 large yellow onion, sliced, 1 tsp. grated jaggery or brown sugar, Kosher salt, to taste",3152.604639825229,30.396491440292127,240.7984314742379,62.66972895632432,Goan,False,False
32,Goan style chicken and vegetable curry,"1 pound boneless, skinless chicken breast, cut into bite sized pieces, 15-20 tiny yellow Dutch potatoes (or about 3/4 to 1 lb potatoes of your choice, cut into bite-sized piece), 3 large carrots, cut into bite sized pieces, 1/8 teaspoon cayenne pepper, plus more for dusting, 1/4 cup canola/grapeseed oil, 4 dried red chiles (I found mine in an Indian grocery, but I have also used dried arbol chiles), 1 medium red onion, finely chopped, 2 garlic cloves, peeled and minced, 2 teaspoons ground coriander, 1/2 teaspoon turmeric, 3 cups canned chopped tomatoes, with juice, 1/2 teaspoon curry powder, 1 1/2 cups coconut milk, chopped cilantro, for garnish",4859.609653951,65.29906281119001,145.68196079724,73.26528392741801,Goan,False,False
33,Goan-Style Shrimp Curry,"2 tablespoons lemon juice, 1/2 teaspoon kosher salt, 1/4 teaspoon ground peppercorns, 1/4 teaspoon cayenne pepper, 1 pound large or extra-large shrimp, peeled and deveined, 1/4 cup canola oil, 24 fresh curry leaves, 4 dried red chiles, 1 teaspoon freshly ground black pepper, 3 inch piece fresh ginger, peeled and minced, 1 medium red onion, finely chopped, 1 tablespoon kosher salt, 2 garlic cloves, peeled and chopped, 2 teaspoons ground coriander, 1/2 teaspoon turmeric, 2 cups peeled and chopped tomatoes (canned OK), 1 1/2 cups coconut milk, 1 cup chopped fresh cilantro",1710.2207644998869,14.659099999987008,131.00398608699876,68.85433079369979,Goan,False,True
34,Bebinca: Goan Layered Coconut Cake,"2 13.5-ounce cans of full-fat coconut milk (I like Chaokoh brand), 3 cups granulated sugar, 12 extra-large egg yolks, 1 cup coconut flour, 1 cup all-purpose flour, 1 tablespoon cardamom powder, preferably freshly ground, 2 teaspoons kosher salt, 1 lime, finely zested and juiced, 1 cup melted coconut oil, 1 cup coconut cream, chilled in the fridge overnight, 1 cup heavy cream, 1 teaspoon vanilla, 1/4 cup powdered sugar",9258.389135018751,646.351,630.021027491875,492.1827665068751,Goan,False,False
35,Black-Eyed Peas In A Spicy Goan Curry,"1 cup dried black-eyed peas or two 15-ounce cans, drained, 2 tbsp Canola Oil, 1 small yellow onion, minced (about 1 cup), 1 tsp coriander seeds, finely ground, 1/2 tsp finely grated garlic (about 1 large clove), 1/2 tsp finely grated ginger (about a 1-inch piece), 1/2 tsp ground turmeric, 1/2 tsp Cayenne, 1/2 tsp cumin seeds, finely ground, 1/4 cup minced tomato, 2(or 1 cup cup if using canned peas) hot water, 1/2 tsp salt, or to taste if using canned peas, 1/2 tsp Sugar, 1 cup Coconut Milk, 2 tbsp minced cilantro leaves, 1 tbsp Lemon Juice",1175.0973955208449,21.365802072914068,78.76474996406233,45.34774022885417,Goan,False,False
36,Goan prawn & coconut curry with cumin rice,"1 tbsp sunflower oil, 1 onion, thinly sliced, 1 tbsp freshly grated ginger, 2 garlic clove, crushed, 1 red chilli, deseeded and sliced, ½ tsp turmeric, ½ tsp chilli powder, 1 tsp ground coriander, 10 curry leaf, 1 large potato, diced, 400ml can half-fat coconut milk, 8 cherry tomato, halved, handful baby spinach, 200g pack raw peeled prawn, 1 tsp cumin seed, 175g basmati rice",2072.5514593656458,14.857314999998277,100.20004624106517,75.15261578432589,Goan,False,True
37,Goan-Style Shrimp Curry,"½ teaspoon kosher salt, ¼ teaspoon ground peppercorns, ¼ teaspoon cayenne pepper, 2 tablespoons lemon juice (from about ½ lemon), 1 pound large or extra-large shrimp, peeled and deveined, 1 cup water, ¼ cup canola oil, 24 curry leaves, roughly tom (optional), 4 dried red chiles, 1 teaspoon ground peppercorns, A 3-inch piece ginger, peeled and minced, 1 medium red onion, finely chopped, 1 tablespoon plus 1 teaspoon kosher salt, 1 tablespoon plus 1 teaspoon kosher salt, 2 garlic cloves, peeled and chopped, 2 teaspoons ground coriander, ½ teaspoon turmeric, 2 cups canned chopped tomatoes, 1 teaspoon Sambhaar, or ½ teaspoon curry powder, 1½ cups coconut milk, 1 cup chopped fresh cilantro",1775.8807644998867,19.881899999987,132.2254860869988,69.05844079369979,Goan,False,True
38,Goan Lamb Vindaloo,"½ cup mustard oil, ¼ cup red wine vinegar (or apple cider or malt vinegar), 2 tablespoons tamarind pulp (concentrate is fine), 1 teaspoon sea salt, 1/4 cup minced garlic, 1-2 tablespoons finely chopped ginger (depending on your taste), 2 serrano chiles, seeds and vein removed, 2 teaspoons ground cumin, 1 1/2 teaspoons ground coriander, 1/2 teaspoon turmeric powder, 1/4 teaspoon ground fenugreek, 1/4 teaspoon ground ginger powder, 3/4 teaspoon ground cinnamon, 1/4 teaspoon ground cloves, 1/2 teaspoon ground black pepper, 1/2 teaspoon ground cardamom, 1/2 teaspoon ground sumac, 1 teaspoon hot mustard powder, 2 teaspoons cayenne, 2 teaspoons paprika, 2 pounds lean lamb, cut into 1″ – 1½” cubes, 1/4 cup ghee, 2 cups minced onion, 6 tablespoons water, or more as needed, 2 teaspoons jaggery (or light brown sugar), 1 teaspoon whole cumin seeds, 2 cups Greek yogurt, 1/3 seedless cucumber, peeled and grated or finely chopped (about 1/2 cup), sea salt",8150.059365199273,47.35903299989901,820.6341423599976,385.280483759999,Goan,False,False
39,Goan prawn & coconut curry with cumin rice,"1 tbsp sunflower oil, 1 onion , thinly sliced, 1 tbsp freshly grated ginger, 2 garlic cloves , crushed, 1 red chilli , deseeded and sliced, ½ tsp turmeric, ½ tsp chilli powder, 1 tsp ground coriander, 10 curry leaves, 1 large potato , diced, 400ml can half-fat coconut milk, 8 cherry tomatoes , halved, handful baby spinach, 200g pack raw peeled prawn",1425.9264593656458,14.600064999998276,98.57674624106517,74.80527578432589,Goan,False,True
40,Goan Pork Vindaloo,"1 teaspoon cumin seeds, 1 teaspoon coriander seeds, 5 whole black peppercorns, 2 green cardamom pods, seeds only*, 2 whole cloves, 1 (1/2-inch) piece cinnamon stick, 1 (1/2-inch) piece fresh ginger, peeled and chopped, 7 garlic cloves, peeled and left whole, 3 fresh red chiles, 3 tablespoons white wine vinegar, Pinch kosher salt, 12 ounces pork shoulder, cut into 1-inch cubes, 3 1/2 ounces pork belly, cut into 1-inch pieces, 5 tablespoons vegetable oil, 1 small onion, finely chopped, 3/4 teaspoon mustard seeds, Handful cashew nuts, 8 ounces basmati rice, cooked according to package instructions, for serving, optional, 4 wheat tortillas, for serving, optional, 2 handfuls chopped lettuce leaves, for serving, optional, 4 tablespoons sour cream, for serving, optional",3711.994116263025,19.12967575183401,219.62993309796693,54.24208776129574,Goan,False,True
41,Gutsy Goan Beef Vindaloo Naaco,"2 tablespoons cumin seeds, 2 tablespoons coriander seeds, 2 tablespoons black peppercorns, 1 tablespoon brown mustard seeds, 1 tablespoon fennel seeds, 1 teaspoon nigella seeds, 1 teaspoon ground turmeric, 1 teaspoon fenugreek seeds, 1 teaspoon whole cloves, 6 to 8 green cardamom pods (1 teaspoon), 1 black cardamom pod, One 3-inch stick cinnamon, broken into pieces, 8 to 10 dried Kashmiri chiles or 2 tablespoons crushed red pepper, 6 dried round chiles, or 1 tablespoon chipotles in adobo, 6 dried red chiles, or 1 tablespoon ancho chile powder, 2 1/4 pounds brisket, cut into 1-inch cubes, 1/4 cup balsamic vinegar, 1/8 cup white wine vinegar, 1 fresh green chile such as serrrano, thinly sliced, 2 tablespoons vegetable oil, preferably grapeseed, 2 white onions, thinly sliced, 1 head garlic (about 10 cloves), thinly sliced, One 2-inch piece ginger, peeled and thinly sliced, 1/2 cup red wine, One 28-ounce can crushed tomatoes, 2 star anise, 4 bay leaves, 2 tablespoons kosher salt, 2 tablespoons dark brown sugar, 2 cups plain Greek yogurt, Handful fresh Thai basil leaves, chopped, 1 teaspoon cumin seeds, 6 to 8 pieces naan bread, warmed, 1 to 1 1/2 cups thinly sliced cucumber, 1 to 1 1/2 cups thinly sliced carrot",5426.063344899706,152.85896248970317,306.1988714280756,115.1043634510106,Goan,False,False
42,Curried Chicken and Coconut Soup,"2 Pounds free-range chicken thighs and drumsticks, 2 Pounds free-range chicken thighs and drumsticks, 2 shallots, peeled, halved, and thinly sliced, 2 cloves garlic, peeled and finely chopped, 1 medium-hot green chile, core and seeds discarded, and cut into thin strips an inch long, 1 rounded teaspoon Goan curry powder, 4½ Cups sliced leeks, 1 14-ounce can light coconut milk, 2 Tablespoons lime juice, Large handful coarsely chopped cilantro, plus extra to serve",4150.13143256237,35.02013871638009,263.59047780472184,84.58774278852773,Goan,False,False
